model,beta,bias,alpha,weights,num_manipulated,num_improved,improvement_rate
Strat-Imp-Aware (f*_imp),1.0,1.1956145763397217,"[1.0, 1.0, 1.0]","[0.472389280796051, 0.1539141982793808, 0.7268928289413452]",548,151,0.2755474452554745
Optimal Linear classifier (f*),1.0,0.6366763710975647,"[1.0, 1.0, 1.0]","[0.41233453154563904, 0.15394222736358643, 1.1296806335449219]",1314,220,0.167427701674277
Strategic (f*_s),1.0,-0.5178028345108032,"[1.0, 1.0, 1.0]","[0.4489133954048157, 0.23182986676692963, 1.1634254455566406]",1942,84,0.04325437693099897
Strat-Imp-Aware (f*_imp),1.0,1.1188064813613892,"[1.0, 1.0, 1.0]","[0.14498065412044525, 0.07924319803714752, 0.3508143126964569]",36,9,0.25
Optimal Linear classifier (f*),1.0,-0.2183723896741867,"[1.0, 1.0, 1.0]","[0.4781252145767212, 0.14719560742378235, 0.9755175113677979]",1845,105,0.056910569105691054
Strategic (f*_s),1.0,-1.312773585319519,"[1.0, 1.0, 1.0]","[0.411476194858551, 0.16799479722976685, 0.9696532487869263]",1586,23,0.014501891551071878
Strat-Imp-Aware (f*_imp),1.0,1.1859455108642578,"[1.0, 1.0, 1.0]","[0.2527107000350952, 0.1472942978143692, 0.4498443305492401]",162,53,0.3271604938271605
Optimal Linear classifier (f*),1.0,-0.4609125256538391,"[1.0, 1.0, 1.0]","[0.2732873260974884, 0.156116783618927, 0.9560673832893372]",2010,87,0.04328358208955224
Strategic (f*_s),1.0,-1.342522144317627,"[1.0, 1.0, 1.0]","[0.34745872020721436, 0.1010274887084961, 0.8846610188484192]",1503,17,0.011310711909514305
Strat-Imp-Aware (f*_imp),1.0,1.269990086555481,"[1.0, 1.0, 1.0]","[0.23358739912509918, 0.12019512057304382, 0.6914029717445374]",353,105,0.29745042492917845
Optimal Linear classifier (f*),1.0,-0.6491999626159668,"[1.0, 1.0, 1.0]","[0.33934536576271057, 0.14691179990768433, 0.8248443603515625]",1906,57,0.029905561385099685
Strategic (f*_s),1.0,-1.4155408143997192,"[1.0, 1.0, 1.0]","[0.36045968532562256, 0.1352265328168869, 0.7910919785499573]",1255,11,0.008764940239043825
Strat-Imp-Aware (f*_imp),1.0,1.2445313930511475,"[1.0, 1.0, 1.0]","[0.35924696922302246, 0.14305393397808075, 0.650192379951477]",386,125,0.3238341968911917
Optimal Linear classifier (f*),1.0,-0.567142128944397,"[1.0, 1.0, 1.0]","[0.3612045347690582, 0.15833239257335663, 0.8961655497550964]",1930,73,0.03782383419689119
Strategic (f*_s),1.0,-1.417593002319336,"[1.0, 1.0, 1.0]","[0.33812764286994934, 0.14702799916267395, 0.8435594439506531]",1348,11,0.008160237388724036
Strat-Imp-Aware (f*_imp),1.0,1.2531077861785889,"[1.0, 1.0, 1.0]","[0.3111794590950012, 0.14026641845703125, 0.6583054065704346]",376,123,0.3271276595744681
Optimal Linear classifier (f*),1.0,-0.6685215830802917,"[1.0, 1.0, 1.0]","[0.3504582941532135, 0.13707123696804047, 0.811994731426239]",1884,52,0.027600849256900213
Strategic (f*_s),1.0,-1.4442541599273682,"[1.0, 1.0, 1.0]","[0.30849984288215637, 0.13531656563282013, 0.7442094683647156]",1153,11,0.009540329575021683
Strat-Imp-Aware (f*_imp),1.0,1.266464114189148,"[1.0, 1.0, 1.0]","[0.32174742221832275, 0.1368497908115387, 0.6726938486099243]",381,125,0.32808398950131235
Optimal Linear classifier (f*),1.0,-0.7565233707427979,"[1.0, 1.0, 1.0]","[0.3305894732475281, 0.11813008785247803, 0.7742694020271301]",1814,41,0.022601984564498346
Strategic (f*_s),1.0,-1.4868196249008179,"[1.0, 1.0, 1.0]","[0.2842985689640045, 0.12783068418502808, 0.7067708373069763]",973,8,0.008221993833504625
Strat-Imp-Aware (f*_imp),1.0,1.2796823978424072,"[1.0, 1.0, 1.0]","[0.32057005167007446, 0.1450432389974594, 0.6916027069091797]",392,126,0.32142857142857145
Optimal Linear classifier (f*),1.0,-0.8056057691574097,"[1.0, 1.0, 1.0]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",1779,37,0.020798201236649803
Strategic (f*_s),1.0,-1.4733597040176392,"[1.0, 1.0, 1.0]","[0.2638126015663147, 0.1073329970240593, 0.6236533522605896]",743,7,0.009421265141318977
Strat-Imp-Aware (f*_imp),1.0,1.296728253364563,"[1.0, 1.0, 1.0]","[0.3273199796676636, 0.14311397075653076, 0.6971508264541626]",392,127,0.3239795918367347
Optimal Linear classifier (f*),1.0,-0.8383732438087463,"[1.0, 1.0, 1.0]","[0.3233240246772766, 0.13685427606105804, 0.7616645097732544]",1745,37,0.021203438395415473
Strategic (f*_s),1.0,-1.476449966430664,"[1.0, 1.0, 1.0]","[0.2438553273677826, 0.10551752150058746, 0.5854974389076233]",600,5,0.008333333333333333
Strat-Imp-Aware (f*_imp),1.0,1.2860050201416016,"[1.0, 1.0, 1.0]","[0.3347320556640625, 0.14214327931404114, 0.6919389963150024]",401,130,0.32418952618453867
Optimal Linear classifier (f*),1.0,-0.846349835395813,"[1.0, 1.0, 1.0]","[0.32562923431396484, 0.13238732516765594, 0.7583696246147156]",1734,36,0.020761245674740483
Strategic (f*_s),1.0,-1.4821839332580566,"[1.0, 1.0, 1.0]","[0.23592022061347961, 0.09954545646905899, 0.5859760046005249]",583,4,0.00686106346483705
Strat-Imp-Aware (f*_imp),1.0,1.2934377193450928,"[1.0, 1.0, 1.0]","[0.3339412212371826, 0.1446312814950943, 0.7022780179977417]",404,131,0.32425742574257427
Optimal Linear classifier (f*),1.0,-0.8611326217651367,"[1.0, 1.0, 1.0]","[0.31014955043792725, 0.12492839246988297, 0.757120668888092]",1750,35,0.02
Strategic (f*_s),1.0,-1.4844801425933838,"[1.0, 1.0, 1.0]","[0.22120483219623566, 0.08591930568218231, 0.5581308007240295]",484,2,0.004132231404958678
Strat-Imp-Aware (f*_imp),1.0,1.2957830429077148,"[1.0, 1.0, 1.0]","[0.33371594548225403, 0.14490164816379547, 0.698732852935791]",399,129,0.3233082706766917
Optimal Linear classifier (f*),1.0,0.6563803553581238,"[1.0, 1.0, 1.0]","[0.44474267959594727, 0.18866367638111115, 1.1763042211532593]",1311,222,0.16933638443935928
Strategic (f*_s),1.0,-0.4915940463542938,"[1.0, 1.0, 1.0]","[0.4231823682785034, 0.17507243156433105, 1.1760770082473755]",1985,92,0.04634760705289673
Strat-Imp-Aware (f*_imp),1.0,1.1353338956832886,"[1.0, 1.0, 1.0]","[0.20339077711105347, 0.08266106992959976, 0.42112866044044495]",120,25,0.20833333333333334
Optimal Linear classifier (f*),1.0,-1.5294089317321777,"[1.0, 1.0, 1.0]","[0.3479534685611725, 0.12629953026771545, 0.7765299081802368]",1120,11,0.009821428571428571
Strategic (f*_s),1.0,-1.832898497581482,"[1.0, 1.0, 1.0]","[0.225223109126091, 0.1341405212879181, 0.29309266805648804]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.330565333366394,"[1.0, 1.0, 1.0]","[0.32375094294548035, 0.14121735095977783, 0.7080671787261963]",373,121,0.32439678284182305
Optimal Linear classifier (f*),1.0,-0.8611326217651367,"[1.0, 1.0, 1.0]","[0.31014955043792725, 0.12492839246988297, 0.757120668888092]",1750,35,0.02
Strategic (f*_s),1.0,-1.4844801425933838,"[1.0, 1.0, 1.0]","[0.22120483219623566, 0.08591930568218231, 0.5581308007240295]",484,2,0.004132231404958678
Strat-Imp-Aware (f*_imp),1.0,1.2957830429077148,"[1.0, 1.0, 1.0]","[0.33371594548225403, 0.14490164816379547, 0.698732852935791]",399,129,0.3233082706766917
Optimal Linear classifier (f*),1.0,-0.8632842898368835,"[1.0, 1.0, 1.0]","[0.3103821277618408, 0.12102329730987549, 0.7522941827774048]",1746,35,0.02004581901489118
Strategic (f*_s),1.0,-1.5071302652359009,"[1.0, 1.0, 1.0]","[0.2346477508544922, 0.09136596322059631, 0.5781380534172058]",524,3,0.0057251908396946565
Strat-Imp-Aware (f*_imp),1.0,1.2938038110733032,"[1.0, 1.0, 1.0]","[0.3318655788898468, 0.14499090611934662, 0.6921985745429993]",393,128,0.3256997455470738
Optimal Linear classifier (f*),1.0,-0.8624043464660645,"[1.0, 1.0, 1.0]","[0.31167182326316833, 0.12289155274629593, 0.7518025040626526]",1739,35,0.020126509488211614
Strategic (f*_s),1.0,-1.496960997581482,"[1.0, 1.0, 1.0]","[0.2371893972158432, 0.09236470609903336, 0.5732190012931824]",526,3,0.005703422053231939
Strat-Imp-Aware (f*_imp),1.0,1.3002337217330933,"[1.0, 1.0, 1.0]","[0.32621103525161743, 0.145148366689682, 0.6963126063346863]",386,126,0.32642487046632124
Optimal Linear classifier (f*),1.0,-0.8777591586112976,"[1.0, 1.0, 1.0]","[0.3182069659233093, 0.11415622383356094, 0.741151750087738]",1731,31,0.017908723281340265
Strategic (f*_s),1.0,-1.4918800592422485,"[1.0, 1.0, 1.0]","[0.22329865396022797, 0.08621717989444733, 0.5603858232498169]",484,2,0.004132231404958678
Strat-Imp-Aware (f*_imp),1.0,1.2888383865356445,"[1.0, 1.0, 1.0]","[0.33383142948150635, 0.14338752627372742, 0.6915472149848938]",396,128,0.32323232323232326
Optimal Linear classifier (f*),1.0,-0.8777591586112976,"[1.0, 1.0, 0.10000000149011612]","[0.3182069659233093, 0.11415622383356094, 0.741151750087738]",5154,678,0.13154831199068684
Strategic (f*_s),1.0,-1.8459782600402832,"[1.0, 1.0, 0.10000000149011612]","[0.0419851616024971, 0.013086476363241673, 0.08847016841173172]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.9353947639465332,"[1.0, 1.0, 0.10000000149011612]","[0.16101527214050293, 0.04876580461859703, 0.0015780379762873054]",0,0,0
Optimal Linear classifier (f*),1.0,-0.8777591586112976,"[1.0, 1.0, 0.5]","[0.3182069659233093, 0.11415622383356094, 0.741151750087738]",3573,150,0.041981528127623846
Strategic (f*_s),1.0,-1.6224662065505981,"[1.0, 1.0, 0.5]","[0.12468951940536499, 0.04971035197377205, 0.3303768038749695]",27,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.7970080971717834,"[1.0, 1.0, 0.5]","[0.1553640365600586, 0.04349173232913017, 0.2946859896183014]",141,32,0.22695035460992907
Optimal Linear classifier (f*),1.0,-0.8611326217651367,"[1.0, 1.0, 0.5]","[0.31014955043792725, 0.12492839246988297, 0.757120668888092]",3572,164,0.04591265397536394
Strategic (f*_s),1.0,-1.6228084564208984,"[1.0, 1.0, 0.5]","[0.12072491645812988, 0.0482463575899601, 0.33307769894599915]",28,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.7988066077232361,"[1.0, 1.0, 0.5]","[0.15436170995235443, 0.05070743337273598, 0.29760247468948364]",148,36,0.24324324324324326
Optimal Linear classifier (f*),1.0,-0.567142128944397,"[1.0, 1.0, 0.5]","[0.3612045347690582, 0.15833239257335663, 0.8961655497550964]",3407,295,0.08658643968300557
Strategic (f*_s),1.0,-1.8727829456329346,"[1.0, 1.0, 0.5]","[0.2843055725097656, 0.14138533174991608, 0.6249080896377563]",1430,9,0.006293706293706294
Strat-Imp-Aware (f*_imp),1.0,0.7969067096710205,"[1.0, 1.0, 0.5]","[0.1504882574081421, 0.054087083786726, 0.30237075686454773]",151,39,0.2582781456953642
Optimal Linear classifier (f*),1.0,-0.8056057691574097,"[1.0, 1.0, 0.5]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",3544,181,0.05107223476297968
Strategic (f*_s),1.0,-1.6419624090194702,"[1.0, 1.0, 0.5]","[0.15444853901863098, 0.06504124402999878, 0.372642457485199]",115,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.8051571249961853,"[1.0, 1.0, 0.5]","[0.14455455541610718, 0.04838408902287483, 0.3010827302932739]",126,30,0.23809523809523808
Optimal Linear classifier (f*),0.5,-0.8056057691574097,"[1.0, 1.0, 0.5]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",1779,37,0.020798201236649803
Strategic (f*_s),0.5,-1.4564286470413208,"[1.0, 1.0, 0.5]","[0.26164764165878296, 0.10720869898796082, 0.6073592305183411]",718,7,0.009749303621169917
Strat-Imp-Aware (f*_imp),0.5,1.2957062721252441,"[1.0, 1.0, 0.5]","[0.32385578751564026, 0.14211444556713104, 0.6946894526481628]",384,126,0.328125
Optimal Linear classifier (f*),2,-0.8056057691574097,"[1.0, 1.0, 0.5]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",4876,624,0.1279737489745693
Strategic (f*_s),2,-1.7797579765319824,"[1.0, 1.0, 0.5]","[0.0842762216925621, 0.04094737395644188, 0.2076236456632614]",0,0,0
Strat-Imp-Aware (f*_imp),2,0.5062114000320435,"[1.0, 1.0, 0.5]","[0.09284801036119461, 0.0261119045317173, 0.1833527833223343]",118,26,0.22033898305084745
Optimal Linear classifier (f*),200,-0.8056057691574097,"[1.0, 1.0, 0.5]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",4948,676,0.13662085691188358
Strategic (f*_s),200,0.32412558794021606,"[1.0, 1.0, 0.5]","[-13.304037094116211, -1.851473093032837, -27.837875366210938]",0,0,0
Strat-Imp-Aware (f*_imp),200,0.4371946156024933,"[1.0, 1.0, 0.5]","[0.0688188299536705, -3.2831308841705322, -21.109041213989258]",1421,45,0.03166783954961295
Optimal Linear classifier (f*),200,-0.8056057691574097,"[1.0, 0.5, 0.5]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",4948,676,0.13662085691188358
Strategic (f*_s),200,0.32624900341033936,"[1.0, 0.5, 0.5]","[-3.1517157554626465, -23.162765502929688, -27.406551361083984]",0,0,0
Strat-Imp-Aware (f*_imp),200,0.4344682991504669,"[1.0, 0.5, 0.5]","[1.0562266111373901, -9.737137794494629, -24.095460891723633]",3138,66,0.021032504780114723
Optimal Linear classifier (f*),1.0,-0.8056057691574097,"[10.0, 0.5, 0.5]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",3544,181,0.05107223476297968
Strategic (f*_s),1.0,-1.6431785821914673,"[10.0, 0.5, 0.5]","[0.15496698021888733, 0.0664287805557251, 0.3727853298187256]",115,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.8056378960609436,"[10.0, 0.5, 0.5]","[0.14496037364006042, 0.04898303002119064, 0.30148938298225403]",130,31,0.23846153846153847
Optimal Linear classifier (f*),1.0,-0.8056057691574097,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",4543,449,0.0988333700198107
Strategic (f*_s),1.0,-1.548041582107544,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08155138790607452, 0.036477427929639816, 0.19882811605930328]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6228275895118713,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11539159715175629, 0.03391655907034874, 0.22560405731201172]",121,31,0.256198347107438
Optimal Linear classifier (f*),1.0,-0.8383732438087463,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3233240246772766, 0.13685427606105804, 0.7616645097732544]",4580,443,0.09672489082969432
Strategic (f*_s),1.0,-1.5236164331436157,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.0738913044333458, 0.03262028470635414, 0.1851426362991333]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.621694028377533,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11636558175086975, 0.03304051235318184, 0.22313030064105988]",119,30,0.25210084033613445
Optimal Linear classifier (f*),1.0,-0.8056057691574097,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3147033452987671, 0.14723436534404755, 0.7576924562454224]",4543,449,0.0988333700198107
Strategic (f*_s),1.0,-1.548041582107544,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.08155138790607452, 0.036477427929639816, 0.19882811605930328]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6228275895118713,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11539159715175629, 0.03391655907034874, 0.22560405731201172]",121,31,0.256198347107438
Optimal Linear classifier (f*),1.0,-0.7652184367179871,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3467196226119995, 0.1266995221376419, 0.7880510091781616]",4432,463,0.10446750902527076
Strategic (f*_s),1.0,-1.604562759399414,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09385980665683746, 0.039710719138383865, 0.22376585006713867]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.6199826002120972,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11452139914035797, 0.041868336498737335, 0.22370673716068268]",126,32,0.25396825396825395
Optimal Linear classifier (f*),1.0,-0.7565233707427979,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3305894732475281, 0.11813008785247803, 0.7742694020271301]",4466,470,0.10523958799820869
Strategic (f*_s),1.0,-1.6490751504898071,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.09483284503221512, 0.0477927103638649, 0.24775072932243347]",3,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6223445534706116,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11159311980009079, 0.04148000478744507, 0.22473685443401337]",117,27,0.23076923076923078
Optimal Linear classifier (f*),1.0,-0.567142128944397,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.3612045347690582, 0.15833239257335663, 0.8961655497550964]",4080,552,0.13529411764705881
Strategic (f*_s),1.0,-1.7809722423553467,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.1525047868490219, 0.07726690918207169, 0.3222807049751282]",110,0,0.0
Strat-Imp-Aware (f*_imp),1.0,0.6164102554321289,"[0.3333333432674408, 0.3333333432674408, 0.3333333432674408]","[0.11678444594144821, 0.04279095306992531, 0.2222498655319214]",135,35,0.25925925925925924
Optimal Linear classifier (f*),1.0,-0.567142128944397,"[1.0, 1.0, 1.0]","[0.3612045347690582, 0.15833239257335663, 0.8961655497550964]",1930,73,0.03782383419689119
Strategic (f*_s),1.0,-1.417593002319336,"[1.0, 1.0, 1.0]","[0.33812764286994934, 0.14702799916267395, 0.8435594439506531]",1348,11,0.008160237388724036
Strat-Imp-Aware (f*_imp),1.0,1.2531077861785889,"[1.0, 1.0, 1.0]","[0.3111794590950012, 0.14026641845703125, 0.6583054065704346]",376,123,0.3271276595744681
Optimal Linear classifier (f*),0.01,1.075549602508545,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0319402776658535, 0.00752029987052083, 0.09825725108385086, 0.05187409743666649, -0.03718333691358566, -0.05790949985384941, 0.001692297519184649, 0.0020895153284072876]",0,0,0
Strategic (f*_s),0.01,1.2219953536987305,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08648140728473663, 0.03438926488161087, -0.022194093093276024, -0.1875462383031845, 0.19907817244529724, 0.17968343198299408, -0.014606578275561333, 0.0026317513547837734]",0,0,0
Strat-Imp-Aware (f*_imp),0.01,1.292462944984436,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.10571428388357162, 0.04357843101024628, 0.16272802650928497, 0.08297619223594666, 0.086764395236969, -0.09957622736692429, -0.031658388674259186, 0.002018391154706478]",0,0,0
Optimal Linear classifier (f*),0.01,-1.5677604675292969,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3010028004646301, 0.1577855795621872, 0.12278496474027634, 0.10168737173080444, 0.09785310924053192, -0.09199550747871399, -0.08476231247186661, -0.020531198009848595]",0,0,0
Strategic (f*_s),0.01,-1.4489701986312866,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2004239410161972, 0.044179096817970276, 0.1921120136976242, -0.16969656944274902, 0.059169940650463104, 0.03445613756775856, -0.0708557739853859, -0.040802791714668274]",0,0,0
Strat-Imp-Aware (f*_imp),0.01,1.9184547662734985,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4289849102497101, 0.1662941873073578, 0.8277866840362549, -0.2315390706062317, -0.1483844667673111, 0.269935667514801, -0.1272469311952591, 0.04993707686662674]",3,1,0.3333333333333333
Optimal Linear classifier (f*),1.0,-1.5677604675292969,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3010028004646301, 0.1577855795621872, 0.12278496474027634, 0.10168737173080444, 0.09785310924053192, -0.09199550747871399, -0.08476231247186661, -0.020531198009848595]",4,0,0.0
Strategic (f*_s),1.0,-1.563888669013977,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06046570837497711, 0.06729734688997269, 0.054445844143629074, 0.01654697023332119, 0.06148870661854744, 0.03705843538045883, -0.1293363869190216, 0.021250028163194656]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,1.2576518058776855,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4222501814365387, 0.16771967709064484, 0.6846317648887634, -0.5950467586517334, -0.04617660120129585, 0.6418374180793762, -0.12753455340862274, 0.0476066879928112]",412,113,0.27427184466019416
Optimal Linear classifier (f*),1.0,1.075549602508545,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0319402776658535, 0.00752029987052083, 0.09825725108385086, 0.05187409743666649, -0.03718333691358566, -0.05790949985384941, 0.001692297519184649, 0.0020895153284072876]",0,0,0
Strategic (f*_s),1.0,0.7485747337341309,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.10021978616714478, 0.038038406521081924, -0.30924949049949646, -0.22387050092220306, 0.5344986319541931, 0.1982092708349228, -0.01570672169327736, 0.0026961336843669415]",8,1,0.125
Strat-Imp-Aware (f*_imp),1.0,0.7872911095619202,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.11189818382263184, 0.039920106530189514, 0.18174797296524048, 0.5181211829185486, 0.0512675903737545, -0.5368318557739258, -0.03752407431602478, 0.005253211595118046]",25,2,0.08
Optimal Linear classifier (f*),2.0,1.075549602508545,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0319402776658535, 0.00752029987052083, 0.09825725108385086, 0.05187409743666649, -0.03718333691358566, -0.05790949985384941, 0.001692297519184649, 0.0020895153284072876]",0,0,0
Strategic (f*_s),2.0,0.2945444583892822,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06548869609832764, 0.02406400442123413, -0.2808758020401001, -0.21200869977474213, 0.4510551691055298, 0.1780235767364502, -0.011184733361005783, 0.0024493508972227573]",384,93,0.2421875
Strat-Imp-Aware (f*_imp),2.0,0.19320625066757202,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.06733424961566925, 0.02128838747739792, 0.11153220385313034, 0.4997253119945526, 0.022535264492034912, -0.49850884079933167, -0.026039304211735725, 0.00189878954552114]",1214,220,0.1812191103789127
Optimal Linear classifier (f*),1.0,1.075549602508545,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.0319402776658535, 0.00752029987052083, 0.09825725108385086, 0.05187409743666649, -0.03718333691358566, -0.05790949985384941, 0.001692297519184649, 0.0020895153284072876]",0,0,0
Strategic (f*_s),1.0,-0.06619779020547867,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.03895292803645134, 0.017573149874806404, 0.11049498617649078, -0.12458791583776474, -0.0321430079638958, 0.14261339604854584, -0.007776100188493729, 0.0044012670405209064]",4602,426,0.09256844850065189
Strat-Imp-Aware (f*_imp),1.0,-0.2915588617324829,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.03913874179124832, 0.010514670051634312, -0.09585914760828018, -0.038194529712200165, 0.17538081109523773, 0.03201671689748764, -0.009413194842636585, 0.001237400807440281]",6240,529,0.08477564102564103
Optimal Linear classifier (f*),0.1,1.075549602508545,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.0319402776658535, 0.00752029987052083, 0.09825725108385086, 0.05187409743666649, -0.03718333691358566, -0.05790949985384941, 0.001692297519184649, 0.0020895153284072876]",0,0,0
Strategic (f*_s),0.1,0.8824844360351562,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.1025194376707077, 0.040310345590114594, -0.2866666316986084, -0.21812209486961365, 0.5094717144966125, 0.20236331224441528, -0.01594523899257183, 0.0035175259690731764]",0,0,0
Strat-Imp-Aware (f*_imp),0.1,0.9420149922370911,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.11342164874076843, 0.040405433624982834, 0.19164682924747467, 0.46962398290634155, 0.054646871984004974, -0.48961594700813293, -0.03621504083275795, 0.005816109478473663]",3,0,0.0
Optimal Linear classifier (f*),1.0,-1.5677604675292969,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.3010028004646301, 0.1577855795621872, 0.12278496474027634, 0.10168737173080444, 0.09785310924053192, -0.09199550747871399, -0.08476231247186661, -0.020531198009848595]",5891,498,0.0845357324732643
Strategic (f*_s),1.0,-2.602452039718628,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[-0.1497170627117157, -0.17408135533332825, -0.12538325786590576, -0.1588960886001587, -0.21657848358154297, -0.16580890119075775, -0.2662038803100586, -0.1676616370677948]",0,0,0
Strat-Imp-Aware (f*_imp),1.0,0.19901606440544128,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.03974425047636032, 0.021148907020688057, 0.11387486010789871, 0.009858964011073112, -0.036038462072610855, -0.02222083881497383, -0.018417296931147575, 0.006885438691824675]",173,40,0.23121387283236994
Optimal Linear classifier (f*),1.0,0.7634814381599426,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.3911244869232178, 0.13358740508556366, 0.5264160633087158, 0.18451324105262756, 0.5553867816925049, -0.11504797637462616, -0.10792288184165955, 0.018285425379872322]",1869,398,0.21294810058855002
Strategic (f*_s),1.0,-1.8942729234695435,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.30722060799598694, 0.2451322078704834, 0.3363162875175476, 0.28284963965415955, 0.3334534168243408, 0.17502941191196442, -0.09977960586547852, 0.03317122161388397]",4007,142,0.03543798352882456
Strat-Imp-Aware (f*_imp),1.0,-0.05767546966671944,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[0.02776985801756382, 0.01154677476733923, 0.16511255502700806, 0.07042403519153595, -0.08501886576414108, -0.07338521629571915, -0.012706228531897068, -0.005540161859244108]",4562,585,0.128233231039018
Optimal Linear classifier (f*),1.0,0.7634814381599426,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3911244869232178, 0.13358740508556366, 0.5264160633087158, 0.18451324105262756, 0.5553867816925049, -0.11504797637462616, -0.10792288184165955, 0.018285425379872322]",742,96,0.1293800539083558
Strategic (f*_s),1.0,0.19010800123214722,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3999994695186615, 0.19392772018909454, 0.5798203349113464, -0.0035273488610982895, 0.5426608324050903, 0.05788414180278778, -0.10652541369199753, 0.010649197734892368]",857,58,0.0676779463243874
